Account ID,Industry,Vertical, Total BRR ,# Buildings on Net,# Buildings not on Net
Acct-003048,Telecommunications,Regional Carrier/ISP,666.0,1.0,0
Acct-003036,Energy & Manufacturing,Manufacturing - Other,669.0,1.0,0
Acct-000926,Other Industry,Retail,670.0,1.0,0
Acct-001669,Professional Services,Commercial Systems Integrator,1515.0,1.0,0
Acct-002187,IT Infrastructure,Colo/Hosting,670.0,1.0,0
Acct-002186,Professional Services,Consulting / Other Professional Services,674.0,1.0,0
Acct-003189,,,675.0,1.0,0
Acct-002929,Professional Services,Consulting / Other Professional Services,676.0,1.0,0
Acct-002950,Finance,Finance - Other,534.0,1.0,0
Acct-002873,IT Infrastructure,Cloud Service Provider,530.0,1.0,0
Acct-002634,Energy & Manufacturing,Manufacturing - Other,524.0,1.0,0
Acct-000621,Energy & Manufacturing,Manufacturing - Other,164687.61,1.0,0
Acct-003045,Professional Services,Commercial Systems Integrator,412.0,1.0,0
Acct-002921,Professional Services,Consulting / Other Professional Services,412.0,1.0,0
Acct-002868,IT Infrastructure,Colo/Hosting,412.0,1.0,0
Acct-003050,Telecommunications,Wireless,414.0,1.0,0
Acct-002740,Professional Services,Consulting / Other Professional Services,417.0,1.0,0
Acct-002618,Energy & Manufacturing,Manufacturing - Other,419.0,1.0,0
Acct-001070,Professional Services,Consulting / Other Professional Services,419.0,1.0,0
Acct-003055,Telecommunications,VOIP/VSP,424.0,1.0,0
Acct-001016,Media & Content,Internet Content & Software,434.44,1.0,0
Acct-002756,Media & Content,Internet Content & Software,437.0,1.0,0
Acct-002882,Professional Services,Consulting / Other Professional Services,438.0,1.0,0
Acct-002854,Healthcare,Healthcare,441.0,1.0,0
Acct-002820,Professional Services,Consulting / Other Professional Services,442.0,1.0,0
Acct-002878,Professional Services,Consulting / Other Professional Services,443.11,1.0,0
Acct-002965,Media & Content,Media,445.0,1.0,0
Acct-003061,Professional Services,Engineering,411.0,1.0,0
Acct-003581,Research & Education,K-12 Education,408.0,1.0,0
Acct-002804,Other Industry,Transportation,523.0,1.0,0
Acct-002624,Professional Services,Consulting / Other Professional Services,407.0,1.0,0
Acct-002827,IT Infrastructure,Colo/Hosting,399.0,1.0,0
Acct-001666,Professional Services,Consulting / Other Professional Services,399.0,1.0,0
Acct-002584,Government,Systems Integrators - Government,399.0,1.0,0
Acct-002597,Professional Services,Consulting / Other Professional Services,399.0,1.0,0
Acct-002770,Finance,Asset Management / Hedge Fund,399.0,1.0,0
Acct-000947,IT Infrastructure,Colo/Hosting,399.0,1.0,0
Acct-002654,Research & Education,Research,399.0,1.0,0
Acct-002897,Finance,Finance - Other,403.0,1.0,0
Acct-002863,Professional Services,Consulting / Other Professional Services,404.0,1.0,0
Acct-002914,Professional Services,Commercial Systems Integrator,405.0,1.0,0
Acct-002851,Professional Services,Consulting / Other Professional Services,405.0,1.0,0
Acct-002588,Professional Services,Consulting / Other Professional Services,405.0,1.0,0
Acct-003053,Healthcare,Healthcare - Other,406.0,1.0,0
Acct-003034,Professional Services,Commercial Systems Integrator,406.0,1.0,0
Acct-002861,Professional Services,Consulting / Other Professional Services,406.0,1.0,0
Acct-001424,Telecommunications,Reseller,449.19,1.0,0
Acct-002653,IT Infrastructure,Colo/Hosting,458.0,1.0,0
Acct-000620,Professional Services,Consulting / Other Professional Services,460.0,1.0,0
Acct-002088,Energy & Manufacturing,Manufacturing - Other,465.0,1.0,0
Acct-001578,Professional Services,Consulting / Other Professional Services,507.13,1.0,0
Acct-002799,Professional Services,Engineering,507.13,1.0,0
Acct-001584,Professional Services,Consulting / Other Professional Services,507.14,1.0,0
Acct-003052,Professional Services,Consulting / Other Professional Services,508.0,1.0,0
Acct-003033,Energy & Manufacturing,Manufacturing - Other,508.0,1.0,0
Acct-003007,Finance,High Frequency Trading,508.0,1.0,0
Acct-003011,Media & Content,Internet Content & Software,508.0,1.0,0
Acct-002395,Finance,Banking,147065.63,1.0,0
Acct-001688,Media & Content,Gaming/eSports,511.2,1.0,0
Acct-001817,Professional Services,Consulting / Other Professional Services,512.1,1.0,0
Acct-002960,Professional Services,Consulting / Other Professional Services,517.0,1.0,0
Acct-002717,Professional Services,Consulting / Other Professional Services,517.0,1.0,0
Acct-002692,Other Industry,Telecommunications Equipment Provider,517.0,1.0,0
Acct-001595,Media & Content,Internet Content & Software,522.0,1.0,0
Acct-002891,Professional Services,Consulting / Other Professional Services,523.0,1.0,0
Acct-002943,Professional Services,Consulting / Other Professional Services,507.13,1.0,0
Acct-002954,Other Industry,Real Estate / Construction,505.0,1.0,0
Acct-002234,IT Infrastructure,Cloud Service Provider,505.0,1.0,0
Acct-002947,Professional Services,Consulting / Other Professional Services,499.0,1.0,0
Acct-001773,Healthcare,Healthcare - Other,475.0,1.0,0
Acct-002079,Media & Content,Cable & Satellite,493.0,1.0,0
Acct-000886,IT Infrastructure,Colo/Hosting,497.0,1.0,0
Acct-002959,Media & Content,Internet Content & Software,497.0,1.0,0
Acct-002987,Finance,Finance - Other,499.0,1.0,0
Acct-002890,Professional Services,Consulting / Other Professional Services,499.0,1.0,0
Acct-002946,IT Infrastructure,Colo/Hosting,499.0,1.0,0
Acct-001581,Professional Services,Commercial Systems Integrator,504.0,1.0,0
Acct-002935,Professional Services,Commercial Systems Integrator,499.0,1.0,0
Acct-002906,Professional Services,Consulting / Other Professional Services,499.0,1.0,0
Acct-002783,Other Industry,Transportation,499.0,1.0,0
Acct-002791,Professional Services,Consulting / Other Professional Services,499.0,1.0,0
Acct-001996,Professional Services,Consulting / Other Professional Services,500.0,1.0,0
Acct-002996,Professional Services,Consulting / Other Professional Services,503.07,1.0,0
Acct-000961,Other Industry,Real Estate / Construction,1497.01,1.0,0
Acct-002108,Other Industry,Retail,1641.0,1.0,0
Acct-003169,Finance,Finance - Other,48082.0,1.0,0
Acct-001203,Telecommunications,VOIP/VSP,4975.16,1.0,0
Acct-001082,Professional Services,Commercial Systems Integrator,4883.0,1.0,0
Acct-000353,Telecommunications,Regional Carrier/ISP,16870.59,1.0,0
Acct-003200,Media & Content,Internet Content & Software,4910.0,1.0,0
Acct-000962,Media & Content,Internet Content & Software,4930.0,1.0,0
Acct-002294,IT Infrastructure,Colo/Hosting,4945.0,1.0,0
Acct-002680,Professional Services,Consulting / Other Professional Services,4969.71,1.0,0
Acct-000695,IT Infrastructure,Cloud Service Provider,4985.0,1.0,0
Acct-002554,Energy & Manufacturing,Oil & Gas,4834.0,1.0,0
Acct-002374,IT Infrastructure,Colo/Hosting,4986.0,1.0,0
Acct-000124,Telecommunications,Regional Carrier/ISP,16469.0,1.0,0
Acct-001091,Professional Services,Commercial Systems Integrator,5001.0,1.0,0
Acct-001827,Other Industry,Real Estate / Construction,5052.0,1.0,1
Acct-003306,Healthcare,Healthcare - Other,5061.0,1.0,0
Acct-003204,Finance,Finance - Other,5078.0,1.0,0
Acct-001445,Telecommunications,Regional Carrier/ISP,4843.0,1.0,0
Acct-002441,Other Industry,Retail,17474.0,1.0,16
Acct-001457,Telecommunications,Regional Carrier/ISP,16464.0,1.0,0
Acct-003115,Telecommunications,Regional Carrier/ISP,4537.0,1.0,0
Acct-003226,Professional Services,Consulting / Other Professional Services,4384.0,1.0,0
Acct-001807,Professional Services,Consulting / Other Professional Services,4398.0,1.0,0
Acct-000429,Media & Content,Internet Content & Software,4398.0,1.0,0
Acct-000150,Telecommunications,Wireless,4446.19,1.0,0
Acct-003063,Healthcare,Healthcare - Other,4505.0,1.0,0
Acct-001787,Energy & Manufacturing,Manufacturing - Other,4532.0,1.0,0
Acct-000921,Other Industry,Real Estate / Construction,4584.69,1.0,0
Acct-000997,Energy & Manufacturing,Oil & Gas,4747.0,1.0,0
Acct-000003,IT Infrastructure,Colo/Hosting,17803.0,1.0,0
Acct-003177,Telecommunications,Reseller,17648.0,1.0,0
Acct-000147,Telecommunications,Regional Carrier/ISP,4632.2,1.0,0
Acct-001685,Research & Education,Higher Education,4673.0,1.0,0
Acct-001723,Professional Services,Consulting / Other Professional Services,4679.0,1.0,0
Acct-001806,Media & Content,Internet Content & Software,4690.0,1.0,0
Acct-000701,Professional Services,Legal,5085.35,1.0,0
Acct-002054,Media & Content,Internet Content & Software,16464.0,1.0,0
Acct-001526,Government,Federal Government,5810.0,1.0,0
Acct-001627,Telecommunications,Regional Carrier/ISP,5566.0,1.0,0
Acct-001880,Media & Content,Internet Content & Software,5477.0,1.0,0
Acct-000648,Media & Content,Internet Content & Software,5499.0,1.0,0
Acct-001507,Energy & Manufacturing,Oil & Gas,15471.0,1.0,1
Acct-002033,Finance,Finance - Other,5528.0,1.0,0
Acct-002168,Professional Services,Commercial Systems Integrator,15299.0,1.0,0
Acct-003088,Other Industry,Real Estate / Construction,5565.0,1.0,0
Acct-001905,IT Infrastructure,Colo/Hosting,5573.0,1.0,0
Acct-002210,Finance,Asset Management / Hedge Fund,5450.0,1.0,0
Acct-003188,Finance,Finance - Other,15296.0,1.0,0
Acct-002506,Media & Content,Internet Content & Software,5625.0,1.0,1
Acct-000791,Professional Services,Consulting / Other Professional Services,15293.0,1.0,0
Acct-002176,Finance,Insurance - Non-Healthcare,15286.0,1.0,0
Acct-000668,Media & Content,eCommerce,15239.0,1.0,0
Acct-001697,IT Infrastructure,Colo/Hosting,15223.0,1.0,0
Acct-003077,IT Infrastructure,Colo/Hosting,5454.35,1.0,0
Acct-003091,Professional Services,Consulting / Other Professional Services,5448.0,1.0,0
Acct-001646,Media & Content,Internet Content & Software,16313.4,1.0,0
Acct-003147,IT Infrastructure,Colo/Hosting,5261.0,1.0,0
Acct-001485,IT Infrastructure,Colo/Hosting,5098.0,1.0,0
Acct-001687,Energy & Manufacturing,Oil & Gas,16179.85,1.0,0
Acct-000624,Media & Content,Internet Content & Software,5145.35,1.0,0
Acct-000409,Professional Services,Legal,5166.0,1.0,0
Acct-003214,IT Infrastructure,Cloud Service Provider,15862.0,1.0,0
Acct-002643,Other Industry,Telecommunications Equipment Provider,5236.0,1.0,0
Acct-001348,Professional Services,Consulting / Other Professional Services,15806.0,1.0,0
Acct-001931,Telecommunications,Regional Carrier/ISP,15540.0,1.0,0
Acct-003094,Government,Federal Government,5262.0,1.0,0
Acct-001840,Healthcare,Healthcare - Other,5267.0,1.0,0
Acct-001946,Other Industry,Telecommunications Equipment Provider,5290.65,1.0,7
Acct-001918,Professional Services,Commercial Systems Integrator,15591.0,1.0,0
Acct-001586,Transportation & Logistics,Transportation - Other,5371.0,1.0,0
Acct-000177,Professional Services,Consulting / Other Professional Services,5397.32,1.0,0
Acct-002309,IT Infrastructure,Colo/Hosting,4373.0,1.0,0
Acct-001898,Energy & Manufacturing,Utilities,4371.37,1.0,0
Acct-002429,Professional Services,Legal,17939.0,1.0,0
Acct-002834,Professional Services,Consulting / Other Professional Services,3741.0,1.0,0
Acct-003172,Healthcare,Health Insurance,20507.0,1.0,0
Acct-003199,Media & Content,Internet Content & Software,20445.1,1.0,0
Acct-002197,Finance,Finance - Other,20310.0,1.0,1
Acct-001771,Professional Services,Consulting / Other Professional Services,3715.0,1.0,0
Acct-001793,,,3723.0,1.0,0
Acct-001822,Professional Services,Commercial Systems Integrator,20279.14,1.0,0
Acct-002068,Other Industry,Retail,20071.0,1.0,0
Acct-002178,IT Infrastructure,Colo/Hosting,3654.0,1.0,0
Acct-003195,,,3761.0,1.0,0
Acct-002442,Telecommunications,Reseller,3774.0,1.0,0
Acct-000351,Finance,Finance - Other,3775.0,1.0,0
Acct-001061,Professional Services,Consulting / Other Professional Services,3777.0,1.0,0
Acct-002064,Media & Content,Internet Content & Software,19912.0,1.0,0
Acct-002431,Other Industry,Telecommunications Equipment Provider,19605.0,1.0,0
Acct-002026,Healthcare,Healthcare - Other,20618.0,1.0,0
Acct-002671,Energy & Manufacturing,Oil & Gas,20902.0,1.0,0
Acct-001113,Media & Content,Gaming/eSports,4358.37,1.0,0
Acct-001841,Other Industry,Non-Healthcare Insurance,3466.0,1.0,0
Acct-003079,Media & Content,Internet Content & Software,3364.35,1.0,2
Acct-003308,Finance,Finance - Other,3374.0,1.0,0
Acct-003313,Professional Services,Consulting / Other Professional Services,21256.66,1.0,0
Acct-001795,Research & Education,Research,3406.0,1.0,0
Acct-002243,Professional Services,Consulting / Other Professional Services,3425.0,1.0,0
Acct-001895,Other Industry,Non-Healthcare Insurance,3449.0,1.0,0
Acct-000873,Other Industry,Retail,1526.33,1.0,0
Acct-002728,Professional Services,Commercial Systems Integrator,3600.0,1.0,0
Acct-002149,Professional Services,Engineering,3541.0,1.0,0
Acct-001515,Professional Services,Legal,21028.0,1.0,0
Acct-002296,IT Infrastructure,Colo/Hosting,21016.0,1.0,0
Acct-000892,Healthcare,Healthcare,3586.0,1.0,0
Acct-001995,Professional Services,Consulting / Other Professional Services,3588.0,1.0,0
Acct-001619,Telecommunications,PTT,3600.0,1.0,0
Acct-002306,IT Infrastructure,Colo/Hosting,3815.0,1.0,0
Acct-001123,IT Infrastructure,Colo/Hosting,3823.13,1.0,0
Acct-000249,IT Infrastructure,Colo/Hosting,3831.0,1.0,0
Acct-002320,Healthcare,Healthcare,4272.0,1.0,0
Acct-001235,Telecommunications,Wireless,18697.0,1.0,0
Acct-001752,Healthcare,Healthcare - Other,4100.0,1.0,0
Acct-001828,Media & Content,Internet Content & Software,4151.0,1.0,0
Acct-002211,Professional Services,Engineering,18277.0,1.0,0
Acct-002016,Professional Services,Consulting / Other Professional Services,4215.0,1.0,0
Acct-001437,Telecommunications,Wireless,18150.0,1.0,0
Acct-002515,Other Industry,Telecommunications Equipment Provider,4280.0,1.0,0
Acct-001732,Healthcare,Hospital/Clinic,3844.0,1.0,0
Acct-002686,IT Infrastructure,Colo/Hosting,4282.0,1.0,0
Acct-001024,Media & Content,Internet Content & Software,4282.0,1.0,0
Acct-001760,IT Infrastructure,Cloud Service Provider,4287.0,1.0,0
Acct-001758,Professional Services,Consulting / Other Professional Services,4292.0,1.0,0
Acct-002312,Professional Services,Consulting / Other Professional Services,4337.0,1.0,0
Acct-000366,Professional Services,Consulting / Other Professional Services,4358.0,1.0,0
Acct-003262,Energy & Manufacturing,Utilities,18710.0,1.0,2
Acct-002311,Professional Services,Consulting / Other Professional Services,18802.0,1.0,0
Acct-001929,Finance,Finance - Other,4028.0,1.0,0
Acct-002428,Healthcare,Healthcare - Other,4028.0,1.0,0
Acct-000799,Healthcare,Healthcare - Other,4027.03,1.0,0
Acct-002232,IT Infrastructure,Colo/Hosting,4025.25,1.0,0
Acct-001770,Media & Content,Internet Content & Software,18919.1,1.0,0
Acct-002117,Finance,Asset Management / Hedge Fund,3987.0,1.0,0
Acct-002322,IT Infrastructure,Cloud Service Provider,18975.0,1.0,0
Acct-001226,Healthcare,Healthcare - Other,3976.05,1.0,0
Acct-001966,Professional Services,Consulting / Other Professional Services,3976.0,1.0,0
Acct-000759,IT Infrastructure,Colo/Hosting,19015.0,1.0,0
Acct-002015,Professional Services,Consulting / Other Professional Services,19198.0,1.0,0
Acct-002315,Professional Services,Consulting / Other Professional Services,3880.0,1.0,0
Acct-003265,Finance,Finance - Other,19461.0,1.0,0
Acct-003113,Research & Education,Research,19567.26,1.0,0
Acct-002259,IT Infrastructure,Colo/Hosting,3871.0,1.0,0
Acct-002848,Professional Services,Consulting / Other Professional Services,5802.36,1.0,0
Acct-003270,Media & Content,Media,15038.0,1.0,0
Acct-000134,Professional Services,Consulting / Other Professional Services,3335.0,1.0,0
Acct-003201,Finance,Finance - Other,8348.0,1.0,0
Acct-003128,Finance,Finance - Other,8156.0,1.0,0
Acct-001261,Telecommunications,Regional Carrier/ISP,8183.29,1.0,1
Acct-001359,Healthcare,Hospital/Clinic,11011.0,1.0,0
Acct-000012,Finance,Finance - Other,11006.05,1.0,0
Acct-002695,Other Industry,Telecommunications Equipment Provider,10945.0,1.0,0
Acct-003085,Energy & Manufacturing,Manufacturing - Other,10829.0,1.0,0
Acct-002282,Media & Content,Media,10780.52,1.0,0
Acct-003197,,,11338.0,1.0,0
Acct-000711,Media & Content,Internet Content & Software,8388.66,1.0,0
Acct-002871,Other Industry,Real Estate / Construction,8443.0,1.0,0
Acct-000412,Telecommunications,Reseller,8463.0,1.0,0
Acct-000098,Professional Services,Commercial Systems Integrator,8478.0,1.0,0
Acct-003178,IT Infrastructure,Cloud Service Provider,10751.0,1.0,0
Acct-001963,Professional Services,Consulting / Other Professional Services,8487.0,1.0,1
Acct-002796,IT Infrastructure,Colo/Hosting,11151.0,1.0,0
Acct-000872,Telecommunications,Regional Carrier/ISP,11380.0,1.0,0
Acct-002408,Finance,Finance - Other,8559.52,1.0,0
Acct-001926,Other Industry,Retail,11617.0,1.0,0
Acct-000982,Telecommunications,RLEC,7300.49,1.0,0
Acct-002184,IT Infrastructure,Colo/Hosting,12223.0,1.0,0
Acct-003164,Telecommunications,Regional Carrier/ISP,11979.0,1.0,0
Acct-003335,Energy & Manufacturing,Manufacturing - Other,7637.91,1.0,1
Acct-001441,Telecommunications,Regional Carrier/ISP,7646.26,1.0,0
Acct-003127,Finance,Finance - Other,7671.0,1.0,0
Acct-001549,Telecommunications,Regional Carrier/ISP,11561.0,1.0,0
Acct-001973,Media & Content,Internet Content & Software,7996.0,1.0,0
Acct-001887,Healthcare,Healthcare - Other,11474.0,1.0,0
Acct-002039,Telecommunications,Regional Carrier/ISP,11424.0,1.0,0
Acct-001010,IT Infrastructure,Cloud Service Provider,7863.0,1.0,0
Acct-001764,Media & Content,Internet Content & Software,7864.0,1.0,0
Acct-003093,Healthcare,Healthcare - Other,7867.0,1.0,0
Acct-001693,Media & Content,Internet Content & Software,11385.0,1.0,0
Acct-002073,Transportation & Logistics,Logistics,8541.0,1.0,0
Acct-001825,Finance,Finance - Other,8648.0,1.0,0
Acct-001870,Other Industry,Transportation,5845.0,1.0,0
Acct-001925,Media & Content,Internet Content & Software,10066.0,1.0,0
Acct-002280,Professional Services,Consulting / Other Professional Services,9252.0,1.0,0
Acct-000531,Energy & Manufacturing,Oil & Gas,10154.0,1.0,0
Acct-000446,Media & Content,Internet Content & Software,9316.0,1.0,0
Acct-001798,Media & Content,Internet Content & Software,10151.63,1.0,0
Acct-001937,Media & Content,Internet Content & Software,10114.0,1.0,0
Acct-002185,IT Infrastructure,Cloud Service Provider,9485.0,1.0,0
Acct-002299,Media & Content,Internet Content & Software,9656.0,1.0,0
Acct-000910,Media & Content,Internet Content & Software,10183.0,1.0,0
Acct-002006,Healthcare,Healthcare - Other,10054.0,1.0,0
Acct-001435,Telecommunications,Regional Carrier/ISP,9736.24,1.0,0
Acct-001180,Professional Services,Engineering,10035.0,1.0,0
Acct-002498,Government,Federal Government,9839.0,1.0,0
Acct-001874,Professional Services,Consulting / Other Professional Services,9846.0,1.0,0
Acct-003210,Government,Systems Integrators - Government,9900.47,1.0,0
Acct-001088,Professional Services,Consulting / Other Professional Services,9211.0,1.0,0
Acct-000169,Professional Services,Commercial Systems Integrator,9176.0,1.0,0
Acct-002047,Energy & Manufacturing,Manufacturing - Other,10720.0,1.0,0
Acct-002371,Healthcare,Healthcare,8842.0,1.0,0
Acct-000374,Healthcare,Healthcare,8666.0,1.0,0
Acct-001497,Professional Services,Engineering,8666.0,1.0,0
Acct-003256,Media & Content,Internet Content & Software,10704.0,1.0,0
Acct-000630,Media & Content,Internet Content & Software,10689.0,1.0,0
Acct-003180,Media & Content,Internet Content & Software,10642.0,1.0,0
Acct-002062,Professional Services,Consulting / Other Professional Services,8811.0,1.0,1
Acct-002045,Finance,Finance - Other,8903.0,1.0,0
Acct-000267,IT Infrastructure,Cloud Service Provider,10315.46,1.0,0
Acct-000569,Telecommunications,Regional Carrier/ISP,10559.44,1.0,0
Acct-003185,,,8993.0,1.0,0
Acct-001625,Telecommunications,Regional Carrier/ISP,9074.0,1.0,0
Acct-003102,Finance,Finance - Other,9118.0,1.0,0
Acct-002681,Government,Systems Integrators - Government,9163.0,1.0,0
Acct-000659,IT Infrastructure,Colo/Hosting,10369.46,1.0,0
Acct-002172,IT Infrastructure,Cloud Service Provider,7287.4,1.0,0
Acct-001514,Healthcare,Healthcare - Other,7242.0,1.0,2
Acct-002497,Media & Content,Cable & Satellite,12392.03,1.0,0
Acct-000424,Finance,Finance - Other,6261.0,1.0,0
Acct-000543,Telecommunications,Reseller,6170.0,1.0,0
Acct-001428,Professional Services,Consulting / Other Professional Services,6193.05,1.0,0
Acct-001962,Professional Services,Consulting / Other Professional Services,6194.0,1.0,0
Acct-001789,Media & Content,Internet Content & Software,6237.35,1.0,0
Acct-003084,Media & Content,Media,14293.0,1.0,0
Acct-002177,Government,State/Local Government,14274.0,1.0,0
Acct-000397,Telecommunications,Regional Carrier/ISP,14064.39,1.0,0
Acct-002253,Professional Services,Consulting / Other Professional Services,6117.02,1.0,3
Acct-001967,Research & Education,Higher Education,13950.0,1.0,0
Acct-001747,Media & Content,Internet Content & Software,6290.0,1.0,0
Acct-000051,Finance,Asset Management / Hedge Fund,13865.21,1.0,0
Acct-001608,Media & Content,Cable & Satellite,13813.25,1.0,0
Acct-003215,Other Industry,Non-Healthcare Insurance,6344.1,1.0,0
Acct-000762,Professional Services,Consulting / Other Professional Services,6410.0,1.0,0
Acct-001195,Telecommunications,Reseller,14302.11,1.0,0
Acct-001689,IT Infrastructure,Colo/Hosting,6100.0,1.0,0
Acct-001801,Other Industry,Real Estate / Construction,12527.0,1.0,0
Acct-001471,Finance,Finance - Other,14688.0,1.0,0
Acct-003179,,,5921.04,1.0,0
Acct-000005,Telecommunications,Reseller,5928.0,1.0,0
Acct-003255,Energy & Manufacturing,Oil & Gas,5942.0,1.0,0
Acct-000898,Other Industry,Telecommunications Equipment Provider,5989.0,1.0,0
Acct-000225,Telecommunications,National Carrier/ISP,14863.0,1.0,0
Acct-003168,Professional Services,Legal,14854.0,1.0,0
Acct-000854,Professional Services,Commercial Systems Integrator,14665.0,1.0,0
Acct-001729,Finance,Finance - Other,14473.0,1.0,0
Acct-002870,IT Infrastructure,Cloud Service Provider,6054.29,1.0,0
Acct-000795,Manufacturing,Manufacturing - Other,6055.0,1.0,0
Acct-000367,Finance,Asset Management / Hedge Fund,14661.0,1.0,0
Acct-001855,Finance,Finance - Other,6077.0,1.0,0
Acct-003003,Energy & Manufacturing,Manufacturing - Other,14656.1,1.0,0
Acct-001008,Professional Services,Consulting / Other Professional Services,14618.0,1.0,0
Acct-002447,Professional Services,Commercial Systems Integrator,6412.0,1.0,1
Acct-001756,Other Industry,Real Estate / Construction,6422.0,1.0,0
Acct-003129,Media & Content,Internet Content & Software,6429.0,1.0,0
Acct-000270,IT Infrastructure,Colo/Hosting,6949.0,1.0,0
Acct-000582,Telecommunications,Regional Carrier/ISP,6882.0,1.0,0
Acct-002050,Energy & Manufacturing,Manufacturing - Other,6886.0,1.0,0
Acct-001618,Other Industry,Non-Healthcare Insurance,6921.12,1.0,0
Acct-001062,Professional Services,Consulting / Other Professional Services,12975.0,1.0,0
Acct-001783,Professional Services,Consulting / Other Professional Services,6938.0,1.0,0
Acct-003056,Telecommunications,Wireless,6939.0,1.0,0
Acct-000283,Energy & Manufacturing,Manufacturing - Other,12975.0,1.0,0
Acct-001637,Professional Services,Consulting / Other Professional Services,13699.0,1.0,0
Acct-003303,Other Industry,Hospitality,12974.0,1.0,0
Acct-001876,Finance,Finance - Other,12955.26,1.0,0
Acct-000703,Healthcare,Healthcare,7054.0,1.0,0
Acct-000692,Telecommunications,Regional Carrier/ISP,12629.61,1.0,3
Acct-001433,IT Infrastructure,Colo/Hosting,12553.0,1.0,0
Acct-003187,,,7082.0,1.0,0
Acct-002067,Other Industry,Real Estate / Construction,6847.75,1.0,0
Acct-001650,Finance,Finance - Other,13038.0,1.0,0
Acct-002372,Healthcare,Hospital/Clinic,6798.0,1.0,0
Acct-001130,Professional Services,Commercial Systems Integrator,6757.39,1.0,0
Acct-000932,Media & Content,Internet Content & Software,13127.0,1.0,0
Acct-002287,Telecommunications,VOIP/VSP,6708.0,1.0,0
Acct-001984,Healthcare,Healthcare - Other,6700.0,1.0,0
Acct-002180,Healthcare,Healthcare - Other,13139.3,1.0,0
Acct-002053,Professional Services,Consulting / Other Professional Services,13160.0,1.0,0
Acct-003449,Healthcare,Pharmaceuticals / BioTech,6593.29,1.0,0
Acct-001635,Telecommunications,VOIP/VSP,13425.0,1.0,0
Acct-002198,IT Infrastructure,Cloud Service Provider,6592.0,1.0,0
Acct-000298,Telecommunications,Regional Carrier/ISP,13608.0,1.0,0
Acct-001432,Other Industry,Retail,6524.8,1.0,0
Acct-002381,Media & Content,Internet Content & Software,6522.0,1.0,0
Acct-001427,Finance,Finance - Other,6499.18,1.0,0
Acct-001012,Finance,Finance - Other,6464.0,1.0,0
Acct-002104,Professional Services,Consulting / Other Professional Services,3345.0,1.0,0
Acct-003096,Energy,Utilities,3525.0,1.0,0
Acct-003263,Professional Services,Legal,21384.05,1.0,0
Acct-002164,Healthcare,Healthcare - Other,1946.44,1.0,0
Acct-002838,IT Infrastructure,Colo/Hosting,1917.0,1.0,0
Acct-001181,Professional Services,Consulting / Other Professional Services,1927.22,1.0,0
Acct-000833,Manufacturing,Agriculture/Farming,1932.0,1.0,0
Acct-002434,Other Industry,Telecommunications Equipment Provider,1932.0,1.0,0
Acct-001606,Professional Services,Consulting / Other Professional Services,1941.0,1.0,0
Acct-002061,Professional Services,Legal,1943.34,1.0,0
Acct-001602,IT Infrastructure,Colo/Hosting,1948.22,1.0,0
Acct-000189,IT Infrastructure,Cybersecurity,1824.92,1.0,0
Acct-001431,Media & Content,AdTech,34243.0,1.0,0
Acct-001857,Media & Content,Internet Content & Software,1974.0,1.0,0
Acct-003120,Government,State/Local Government,1975.0,1.0,0
Acct-002052,Professional Services,Consulting / Other Professional Services,1987.0,1.0,0
Acct-000006,Professional Services,Legal,34188.2,1.0,0
Acct-001890,Media & Content,Internet Content & Software,1988.04,1.0,0
Acct-002207,Professional Services,Consulting / Other Professional Services,1905.0,1.0,0
Acct-001767,Other Industry,Retail,1895.0,1.0,0
Acct-002057,IT Infrastructure,Colo/Hosting,1894.0,1.0,0
Acct-001872,Professional Services,Consulting / Other Professional Services,1891.0,1.0,0
Acct-000229,Healthcare,Healthcare - Other,35386.0,1.0,0
Acct-000524,Healthcare,Healthcare - Other,1882.0,1.0,0
Acct-000188,Transportation & Logistics,Airlines,35728.02,1.0,0
Acct-000882,Finance,Finance - Other,35977.0,1.0,0
Acct-003202,Media & Content,Media,1868.0,1.0,0
Acct-001889,IT Infrastructure,Cloud Service Provider,1863.0,1.0,0
Acct-002443,Energy & Manufacturing,Manufacturing - Other,1857.0,1.0,0
Acct-002158,Healthcare,Healthcare - Other,1857.0,1.0,0
Acct-002123,Professional Services,Consulting / Other Professional Services,1846.0,1.0,0
Acct-002637,Professional Services,Consulting / Other Professional Services,1844.05,1.0,0
Acct-002092,Other Industry,Real Estate / Construction,1840.36,1.0,0
Acct-001836,Healthcare,Healthcare - Other,1839.0,1.0,0
Acct-001744,Professional Services,Consulting / Other Professional Services,1830.0,1.0,0
Acct-002881,Professional Services,Consulting / Other Professional Services,1989.45,1.0,0
Acct-001055,Media & Content,Internet Content & Software,1996.0,1.0,0
Acct-001852,Professional Services,Consulting / Other Professional Services,2000.0,1.0,0
Acct-003190,Other Industry,Retail,2095.0,1.0,0
Acct-002204,Media & Content,Media,2193.0,1.0,0
Acct-002399,Media & Content,AdTech,30415.0,1.0,0
Acct-000331,Other Industry,Retail,30584.0,1.0,0
Acct-002145,Finance,Asset Management / Hedge Fund,2166.0,1.0,0
Acct-002121,Professional Services,Consulting / Other Professional Services,2152.0,1.0,0
Acct-001703,Media & Content,Internet Content & Software,2141.98,1.0,0
Acct-003100,Healthcare,Healthcare - Other,30643.4,1.0,0
